word,language,sumvalue,weight,sentivalue
sumukat,tagalog,-0.4301,0.529408,-0.029408
sumuko,tagalog,0.8757,0.684529,-0.684529
sumukob,tagalog,-0.4135,0.53138,-0.03138
sumukol,tagalog,Not Found,N/A,N/A
sumukot,tagalog,Not Found,N/A,N/A
sumukutsukot,tagalog,Not Found,N/A,N/A
sumul,cebuano,Not Found,N/A,N/A
sumulak,tagalog,-0.4208,0.530512,-0.530512
sumulat,cebuano,Not Found,N/A,N/A
sumulat,tagalog,0.2369,0.608643,-0.108643
sumulingsuling,tagalog,Not Found,N/A,N/A
sumulit,tagalog,Not Found,N/A,N/A
sumulong,tagalog,0.3519,0.622305,0.622305
sumuloy,tagalog,Not Found,N/A,N/A
sumulpot,tagalog,-0.3998,0.533007,-0.533007
sumulsol,tagalog,Not Found,N/A,N/A
sumulyap,tagalog,-0.2697,0.548462,-0.048462
sumuma,tagalog,Not Found,N/A,N/A
sumumang,tagalog,Not Found,N/A,N/A
sumumbal,tagalog,Not Found,N/A,N/A
sumumbat,tagalog,-0.382,0.535122,-0.535122
sumumpa,tagalog,0.278,0.613526,-0.613526
sumumpong,tagalog,-0.2969,0.545231,-0.045231
sumundo,tagalog,-0.5746,0.512242,-0.012242
sumundot,tagalog,0.1728,0.601029,-0.101029
sumungalngal,tagalog,Not Found,N/A,N/A
sumungaw,tagalog,-0.937,0.469191,0.030809
sumunggab,tagalog,-0.1718,0.560092,-0.060092
sumungkal,tagalog,Not Found,N/A,N/A
sumungkit,tagalog,-0.549,0.515283,-0.015283
sumunod,tagalog,-0.0435,0.575334,0.575334
sumunod sa bakas,tagalog,Not Found,N/A,N/A
sumunog,tagalog,-0.0882,0.570023,-0.570023
sumunong,tagalog,Not Found,N/A,N/A
sumuntok,tagalog,-0.2454,0.551349,-0.551349
sumuntok,tagalog,-0.2454,0.551349,-0.551349
sumunudsunod,tagalog,Not Found,N/A,N/A
sumuob,tagalog,-0.0782,0.571211,-0.571211
sumuot,tagalog,-0.5773,0.511921,-0.011921
sumupang,tagalog,Not Found,N/A,N/A
sumupil,tagalog,-0.4636,0.525428,-0.025428
sumupsop,tagalog,-0.1564,0.561922,-0.561922
sumuray,tagalog,-0.0601,0.573362,-0.573362
sumuraysuray,tagalog,Not Found,N/A,N/A
sumuri,tagalog,-0.0863,0.570249,-0.070249
sumurpresa,tagalog,Not Found,N/A,N/A
sumuskribi,tagalog,Not Found,N/A,N/A
sumuso,tagalog,0.1578,0.599247,-0.599247
sumustento,tagalog,-0.022,0.577888,0.577888
sumusugod,cebuano,Not Found,N/A,N/A
sumusunod,cebuano,0.1748,0.288541,-0.288541
sumusunod,cebuano,0.1748,0.288541,-0.288541
sumusunod,cebuano,0.1748,0.288541,-0.288541
sumusunod,tagalog,0.4419,0.632996,-0.632996
sumutsot,tagalog,-0.1888,0.558073,-0.558073
sumuwag,tagalog,Not Found,N/A,N/A
sumuway,tagalog,0.2317,0.608026,-0.608026
sumuyo,tagalog,-0.1257,0.565569,-0.565569
suna,cebuano,Not Found,N/A,N/A
sunad,cebuano,Not Found,N/A,N/A
sunan sunun,cebuano,Not Found,N/A,N/A
sunanuy,cebuano,Not Found,N/A,N/A
sunat,cebuano,Not Found,N/A,N/A
sunata,cebuano,Not Found,N/A,N/A
sunaup,cebuano,Not Found,N/A,N/A
sunda,cebuano,-0.1613,0.271024,0.228976
sunda,cebuano,-0.1613,0.271024,0.228976
sundalisa,cebuano,Not Found,N/A,N/A
sundalo,cebuano,0.8435,0.323391,0.176609
sundalo,cebuano,0.8435,0.323391,0.176609
sundalo,cebuano,0.8435,0.323391,0.176609
sundalo,cebuano,0.8435,0.323391,0.176609
sundalo,tagalog,-0.4406,0.52816,-0.02816
sundalu,cebuano,Not Found,N/A,N/A
sundan,cebuano,-0.1044,0.273989,0.226011
sundan,tagalog,-0.6545,0.50275,-0.00275
sundanan,cebuano,Not Found,N/A,N/A
sundanan,cebuano,Not Found,N/A,N/A
sundanan,cebuano,Not Found,N/A,N/A
sundang,cebuano,0.175,0.288551,-0.288551
sundang,cebuano,0.175,0.288551,-0.288551
sundang,tagalog,0.2095,0.605389,-0.605389
sundanun,cebuano,Not Found,N/A,N/A
sundasundaluhan,tagalog,Not Found,N/A,N/A
sundin,tagalog,1.6944,0.781786,-0.281786
sundo,tagalog,-0.0808,0.570902,-0.070902
sundog,cebuano,Not Found,N/A,N/A
sundong,tagalog,0.0601,0.587641,-0.087641
sundot,tagalog,0.8559,0.682177,0.682177
sundug,cebuano,Not Found,N/A,N/A
sunduin,tagalog,-0.1662,0.560757,-0.060757
sundutin,tagalog,0.5218,0.642488,-0.142488
sung,cebuano,Not Found,N/A,N/A
sungaba,tagalog,Not Found,N/A,N/A
sungad,cebuano,Not Found,N/A,N/A
sungag,cebuano,Not Found,N/A,N/A
sungal,tagalog,Not Found,N/A,N/A
sungalngal,tagalog,-0.3518,0.538709,-0.038709
sunganga,tagalog,-0.3791,0.535466,-0.035466
sungasung,cebuano,Not Found,N/A,N/A
sungaw,tagalog,-0.5417,0.51615,-0.01615
sungay,cebuano,-0.1287,0.272723,0.227277
sungay,cebuano,-0.1287,0.272723,0.227277
sungay,cebuano,-0.1287,0.272723,-0.272723
sungay,cebuano,-0.1287,0.272723,-0.272723
sungay,cebuano,-0.1287,0.272723,-0.272723
sungay,tagalog,0.3679,0.624206,-0.124206
sungayan,tagalog,-0.1382,0.564084,-0.564084
sungban,cebuano,Not Found,N/A,N/A
sunggab,tagalog,0.2168,0.606256,-0.106256
sunggaban,tagalog,0.2599,0.611376,-0.111376
sunggal,cebuano,Not Found,N/A,N/A
sunggat,cebuano,Not Found,N/A,N/A
sunggaw,cebuano,Not Found,N/A,N/A
sunggo,tagalog,Not Found,N/A,N/A
sunggu,cebuano,Not Found,N/A,N/A
sunghan,cebuano,Not Found,N/A,N/A
sunghit sunghits,cebuano,Not Found,N/A,N/A
sungi,cebuano,-0.0404,0.277325,-0.277325
sungi,cebuano,-0.0404,0.277325,-0.277325
sungi,tagalog,-0.919,0.471329,0.028671
sungi,tagalog,-0.919,0.471329,0.028671
sungil,cebuano,Not Found,N/A,N/A
sungisuk,cebuano,Not Found,N/A,N/A
sungit,tagalog,-1.2413,0.433041,0.066959
sungka,cebuano,Not Found,N/A,N/A
sungka,tagalog,0.4244,0.630917,-0.130917
sungkab,cebuano,Not Found,N/A,N/A
sungkad,cebuano,Not Found,N/A,N/A
sungkad,tagalog,Not Found,N/A,N/A
sungkalin,tagalog,0.4206,0.630466,-0.130466
sungkaran,tagalog,Not Found,N/A,N/A
sungkarin,tagalog,Not Found,N/A,N/A
sungki,tagalog,-0.4391,0.528338,-0.528338
sungkil,cebuano,Not Found,N/A,N/A
sungkip,cebuano,Not Found,N/A,N/A
sungkit,cebuano,Not Found,N/A,N/A
sungkit,tagalog,-0.2315,0.553,-0.053
sungkitin,tagalog,-0.1691,0.560413,-0.060413
sungkiub,cebuano,Not Found,N/A,N/A
sungko,tagalog,Not Found,N/A,N/A
sungkod,cebuano,0.0315,0.281072,0.218928
sungkod,cebuano,0.0315,0.281072,0.218928
sungkod,cebuano,0.0315,0.281072,0.218928
sungkod,cebuano,0.0315,0.281072,0.218928
sungkod,cebuano,0.0315,0.281072,0.218928
sungkod,cebuano,0.0315,0.281072,0.218928
sungkol,tagalog,Not Found,N/A,N/A
sungkolangit,cebuano,Not Found,N/A,N/A
sungku,cebuano,Not Found,N/A,N/A
sungkud,cebuano,Not Found,N/A,N/A
sungkud,cebuano,Not Found,N/A,N/A
sungkudsungkud,cebuano,Not Found,N/A,N/A
sungkul,cebuano,Not Found,N/A,N/A
sunglug,cebuano,Not Found,N/A,N/A
sungo,cebuano,Not Found,N/A,N/A
sungo,cebuano,Not Found,N/A,N/A
sungo,tagalog,0.2257,0.607313,-0.607313
sungog,cebuano,Not Found,N/A,N/A
sungog,cebuano,Not Found,N/A,N/A
sungot,tagalog,0.051,0.58656,-0.08656
sungpit,cebuano,Not Found,N/A,N/A
sungput,cebuano,Not Found,N/A,N/A
sungsong,cebuano,Not Found,N/A,N/A
sungsong,tagalog,Not Found,N/A,N/A
sungsongon,cebuano,Not Found,N/A,N/A
sungsung,cebuano,Not Found,N/A,N/A
sungsung,cebuano,Not Found,N/A,N/A
sungu,cebuano,Not Found,N/A,N/A
sungug,cebuano,Not Found,N/A,N/A
sungun,cebuano,Not Found,N/A,N/A
sungut sungut,cebuano,Not Found,N/A,N/A
sunguy,cebuano,Not Found,N/A,N/A
sunitu,cebuano,Not Found,N/A,N/A
sunluk,cebuano,Not Found,N/A,N/A
sunlut,cebuano,Not Found,N/A,N/A
suno sa taon,tagalog,Not Found,N/A,N/A
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,cebuano,0.7014,0.315985,0.184015
sunod,tagalog,-0.0462,0.575013,-0.075013
sunod adlaw,cebuano,Not Found,N/A,N/A
sunod bulan,cebuano,Not Found,N/A,N/A
sunod damlag,cebuano,Not Found,N/A,N/A
sunod sa moda,tagalog,Not Found,N/A,N/A
sunod semana,cebuano,Not Found,N/A,N/A
sunod tuig,cebuano,Not Found,N/A,N/A
sunod ugma,cebuano,Not Found,N/A,N/A
sunodsunod,cebuano,-0.3239,0.26255,0.23745
sunog,cebuano,1.0654,0.334956,-0.334956
sunog,cebuano,1.0654,0.334956,-0.334956
sunog,cebuano,1.0654,0.334956,-0.334956
sunog,cebuano,1.0654,0.334956,-0.334956
sunog,tagalog,-0.4286,0.529586,-0.529586
sunog,tagalog,-0.4286,0.529586,-0.529586
sunog sa araw,tagalog,Not Found,N/A,N/A
sunok,tagalog,Not Found,N/A,N/A
sunong,tagalog,-0.5494,0.515235,-0.015235
sunop,cebuano,Not Found,N/A,N/A
sunoy,cebuano,0.5953,0.310456,0.189544
sunoy,cebuano,0.5953,0.310456,0.189544
sunsun,cebuano,Not Found,N/A,N/A
sunting,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,cebuano,Not Found,N/A,N/A
suntok,tagalog,0.7018,0.663871,-0.663871
suntokay,cebuano,Not Found,N/A,N/A
suntuk,cebuano,Not Found,N/A,N/A
suntukan,tagalog,-0.4281,0.529645,-0.529645
suntukin,tagalog,-0.5291,0.517647,-0.517647
sunu,cebuano,Not Found,N/A,N/A
sunub,cebuano,Not Found,N/A,N/A
sunud,cebuano,Not Found,N/A,N/A
sunudsunod,tagalog,0.3058,0.616828,-0.116828
sunudsunod,tagalog,0.3058,0.616828,-0.116828
sunudsunuran,tagalog,0.1808,0.601979,-0.601979
sunug,cebuano,Not Found,N/A,N/A
sunugan,cebuano,Not Found,N/A,N/A
sunugin,tagalog,-0.4587,0.52601,-0.52601
sunugin,tagalog,-0.4587,0.52601,-0.52601
sunugin ang bangkay,tagalog,Not Found,N/A,N/A
sunugon ang patay,cebuano,Not Found,N/A,N/A
sunuk,cebuano,Not Found,N/A,N/A
sunungin,tagalog,-0.1641,0.561007,-0.061007
sunurang kabit,tagalog,Not Found,N/A,N/A
sunurang salikop,tagalog,Not Found,N/A,N/A
sunurangagapayag kabit,tagalog,Not Found,N/A,N/A
sunut,cebuano,Not Found,N/A,N/A
sunuy,cebuano,Not Found,N/A,N/A
suob,cebuano,Not Found,N/A,N/A
suod,cebuano,0.5274,0.306917,0.306917
suod nga higala,cebuano,Not Found,N/A,N/A
suok,cebuano,0.8572,0.324105,0.175895
suot,tagalog,-1.0238,0.458879,0.041121
sup dringk,cebuano,Not Found,N/A,N/A
supa,cebuano,Not Found,N/A,N/A
supa,cebuano,Not Found,N/A,N/A
supa,cebuano,Not Found,N/A,N/A
supa,cebuano,Not Found,N/A,N/A
supa,tagalog,0.3561,0.622804,-0.122804
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak,cebuano,0.5316,0.307136,-0.307136
supak sa balaod,cebuano,Not Found,N/A,N/A
supak sa balaod,cebuano,Not Found,N/A,N/A
supak sa batakanbalaod,cebuano,Not Found,N/A,N/A
supak sa katarungan,cebuano,Not Found,N/A,N/A
supak sa pamatasan,cebuano,Not Found,N/A,N/A
supalpal,tagalog,0.1009,0.592487,-0.092487
supan,cebuano,Not Found,N/A,N/A
supang,cebuano,Not Found,N/A,N/A
supang,cebuano,Not Found,N/A,N/A
supang,cebuano,Not Found,N/A,N/A
supang,cebuano,Not Found,N/A,N/A
supang,cebuano,Not Found,N/A,N/A
supang,tagalog,-0.4259,0.529907,0.529907
supas,cebuano,Not Found,N/A,N/A
supas,cebuano,Not Found,N/A,N/A
supat,cebuano,Not Found,N/A,N/A
supbul,cebuano,Not Found,N/A,N/A
superbisor,cebuano,Not Found,N/A,N/A
superbisor,tagalog,0.1697,0.60066,-0.10066
superintendent,tagalog,0.5377,0.644377,-0.144377
superintendente,cebuano,Not Found,N/A,N/A
superintendente,tagalog,0.1658,0.600197,-0.100197
superlatibo,tagalog,Not Found,N/A,N/A
supervisor,tagalog,-0.3388,0.540254,-0.040254
superyor,tagalog,-0.2937,0.545611,0.545611
superyora,tagalog,-0.1886,0.558096,-0.058096
superyoridad,tagalog,0.2589,0.611257,0.611257
supi,cebuano,Not Found,N/A,N/A
supil,cebuano,Not Found,N/A,N/A
supil,cebuano,Not Found,N/A,N/A
supil,tagalog,0.2222,0.606897,-0.606897
supilin,tagalog,0.6505,0.657777,-0.657777
supir istar,cebuano,Not Found,N/A,N/A
supira,cebuano,Not Found,N/A,N/A
supirbaysing,cebuano,Not Found,N/A,N/A
supirbaysur,cebuano,Not Found,N/A,N/A
supirbisar,cebuano,Not Found,N/A,N/A
supirbisiyun supirbisyun,cebuano,Not Found,N/A,N/A
supirbisur,cebuano,Not Found,N/A,N/A
supirbisuri,cebuano,Not Found,N/A,N/A
supirintindint supirintindinti,cebuano,Not Found,N/A,N/A
supiriyur,cebuano,Not Found,N/A,N/A
supirmarkit,cebuano,Not Found,N/A,N/A
supiryura,cebuano,Not Found,N/A,N/A
supla,cebuano,Not Found,N/A,N/A
supla,tagalog,-0.1723,0.560033,0.560033
suplada,cebuano,Not Found,N/A,N/A
suplada,tagalog,-0.0712,0.572043,-0.572043
suplado,cebuano,Not Found,N/A,N/A
suplado,cebuano,Not Found,N/A,N/A
suplado,tagalog,0.41,0.629207,-0.629207
suplador,tagalog,Not Found,N/A,N/A
suplagay,cebuano,Not Found,N/A,N/A
suplahan,tagalog,Not Found,N/A,N/A
suplemento,tagalog,0.2523,0.610473,-0.110473
suplimintu,cebuano,Not Found,N/A,N/A
supling,tagalog,-0.2671,0.548771,-0.048771
suplir,cebuano,Not Found,N/A,N/A
supliti,cebuano,Not Found,N/A,N/A
supok,tagalog,Not Found,N/A,N/A
suportahan,cebuano,0.1093,0.285127,0.285127
suportar,cebuano,Not Found,N/A,N/A
supositoryo,tagalog,-0.0046,0.579955,-0.079955
supot,cebuano,Not Found,N/A,N/A
supot,tagalog,-1.1579,0.442949,0.057051
supot,tagalog,-1.1579,0.442949,0.057051
supot sa itaas,cebuano,Not Found,N/A,N/A
suprahiyo,cebuano,Not Found,N/A,N/A
suprema,tagalog,0.1369,0.596764,0.596764
supremo,tagalog,-0.3873,0.534492,0.534492
suprimu,cebuano,Not Found,N/A,N/A
suprir,cebuano,Not Found,N/A,N/A
supsop,tagalog,0.0382,0.585039,-0.085039
supsup,cebuano,Not Found,N/A,N/A
supsup,cebuano,Not Found,N/A,N/A
supsup,cebuano,Not Found,N/A,N/A
supsupin,tagalog,-0.2176,0.554651,-0.554651
supsupun,cebuano,Not Found,N/A,N/A
supu,cebuano,Not Found,N/A,N/A
supukin,tagalog,0.1599,0.599496,-0.099496
supurtar,cebuano,Not Found,N/A,N/A
supurtir,cebuano,Not Found,N/A,N/A
suput,cebuano,Not Found,N/A,N/A
suput,cebuano,Not Found,N/A,N/A
suput,cebuano,Not Found,N/A,N/A
suputsuputan,tagalog,Not Found,N/A,N/A
sur,cebuano,1.0842,0.335936,0.335936
sur,cebuano,1.0842,0.335936,0.335936
sur,cebuano,1.0842,0.335936,0.335936
sur,tagalog,-0.8308,0.481807,0.481807
sura,cebuano,0.3382,0.297056,-0.297056
sura,cebuano,0.3382,0.297056,-0.297056
sura,cebuano,0.3382,0.297056,-0.297056
surab,cebuano,Not Found,N/A,N/A
suraban,cebuano,Not Found,N/A,N/A
surambaw,cebuano,Not Found,N/A,N/A
surangsurang,cebuano,Not Found,N/A,N/A
surasura,cebuano,Not Found,N/A,N/A
surasura,cebuano,Not Found,N/A,N/A
surasura,cebuano,Not Found,N/A,N/A
surasura,cebuano,Not Found,N/A,N/A
suray,tagalog,-0.1158,0.566745,-0.566745
surbetes,tagalog,Not Found,N/A,N/A
surbi,cebuano,Not Found,N/A,N/A
surbiti,cebuano,Not Found,N/A,N/A
suri,tagalog,1.4862,0.757053,-0.257053
suri,tagalog,1.4862,0.757053,-0.257053
surian,tagalog,0.4145,0.629741,-0.129741
surihir,cebuano,Not Found,N/A,N/A
suriin,tagalog,0.9244,0.690315,-0.190315
suriksurik,cebuano,Not Found,N/A,N/A
surindir,cebuano,Not Found,N/A,N/A
suringaklat,tagalog,Not Found,N/A,N/A
suringiw,cebuano,Not Found,N/A,N/A
suriso,tagalog,Not Found,N/A,N/A
surisu,cebuano,Not Found,N/A,N/A
surit,cebuano,Not Found,N/A,N/A
surku,cebuano,Not Found,N/A,N/A
surot,tagalog,0.2661,0.612112,-0.612112
surot,tagalog,0.2661,0.612112,-0.612112
suroyanan,cebuano,Not Found,N/A,N/A
suroysuroy,cebuano,Not Found,N/A,N/A
suroysuroy,cebuano,Not Found,N/A,N/A
suroysuroy,cebuano,Not Found,N/A,N/A
suroysuroy,cebuano,Not Found,N/A,N/A
suroysuroy,cebuano,Not Found,N/A,N/A
surpan,cebuano,Not Found,N/A,N/A
surplas,cebuano,Not Found,N/A,N/A
surpresahin,tagalog,-0.0989,0.568752,-0.068752
surprisa,cebuano,0.0893,0.284085,0.215915
surprisa kahibulong,cebuano,Not Found,N/A,N/A
sursi,cebuano,Not Found,N/A,N/A
sursi,cebuano,Not Found,N/A,N/A
sursi,cebuano,Not Found,N/A,N/A
surtido,tagalog,-0.2177,0.55464,-0.05464
surtidus,cebuano,Not Found,N/A,N/A
surtpan,cebuano,Not Found,N/A,N/A
suru,cebuano,Not Found,N/A,N/A
suruk,cebuano,Not Found,N/A,N/A
surup surup,cebuano,Not Found,N/A,N/A
surusuru,cebuano,Not Found,N/A,N/A
surutin,tagalog,0.374,0.62493,-0.62493
surutin,tagalog,0.374,0.62493,-0.62493
suruy,cebuano,Not Found,N/A,N/A
sus,cebuano,0.9413,0.328488,0.328488
sus,cebuano,0.9413,0.328488,0.328488
sus,tagalog,0.0046,0.581048,-0.581048
susa,cebuano,-0.1207,0.27314,0.22686
susayid,cebuano,Not Found,N/A,N/A
susi,cebuano,Not Found,N/A,N/A
susi,tagalog,-1.4292,0.41072,0.08928
susian,tagalog,0.2313,0.607978,-0.107978
susihon,cebuano,0.5267,0.30688,0.19312
suskribir,cebuano,Not Found,N/A,N/A
suskribir,cebuano,Not Found,N/A,N/A
suskrisiyun,cebuano,Not Found,N/A,N/A
suskrisyon,cebuano,Not Found,N/A,N/A
suskrisyon,tagalog,0.1694,0.600625,-0.100625
suskritor,tagalog,Not Found,N/A,N/A
suskritur,cebuano,Not Found,N/A,N/A
susmariya,cebuano,Not Found,N/A,N/A
susmaryosep,tagalog,0.1168,0.594376,-0.094376
suso,cebuano,0.7189,0.316897,0.183103
suso,cebuano,0.7189,0.316897,0.183103
suso,cebuano,0.7189,0.316897,0.183103
suso,tagalog,-0.2227,0.554046,-0.054046
suso,tagalog,-0.2227,0.554046,-0.054046
susog,tagalog,0.3578,0.623006,0.623006
susog,tagalog,0.3578,0.623006,0.623006
suson,tagalog,-0.355,0.538329,-0.038329
suson o patong,tagalog,Not Found,N/A,N/A
susop,tagalog,-0.3411,0.53998,-0.03998
susot,tagalog,Not Found,N/A,N/A
suspendido,tagalog,-0.3892,0.534266,-0.034266
suspendihin,tagalog,0.5495,0.645779,-0.145779
suspensyon,tagalog,-0.052,0.574324,-0.074324
suspetsa,tagalog,-0.594,0.509937,-0.509937
suspi,cebuano,Not Found,N/A,N/A
suspindir,cebuano,Not Found,N/A,N/A
suspinsu,cebuano,Not Found,N/A,N/A
suspiru suspirus,cebuano,Not Found,N/A,N/A
suspitsa,cebuano,Not Found,N/A,N/A
suspitsa suspitsar,cebuano,Not Found,N/A,N/A
suspitsu,cebuano,Not Found,N/A,N/A
sustansiya,cebuano,-0.1663,0.270763,0.229237
sustansiyang,cebuano,Not Found,N/A,N/A
sustansya,cebuano,0.1368,0.28656,0.21344
sustansya,tagalog,0.0188,0.582734,-0.082734
sustantibo,tagalog,Not Found,N/A,N/A
sustentado,tagalog,-0.1627,0.561173,-0.061173
sustento,cebuano,Not Found,N/A,N/A
sustento,cebuano,Not Found,N/A,N/A
sustento,tagalog,0.1791,0.601777,-0.101777
sustentuhan,tagalog,0.1981,0.604034,0.604034
sustinidu,cebuano,Not Found,N/A,N/A
sustinidu,cebuano,Not Found,N/A,N/A
sustinihan,tagalog,0.2312,0.607966,0.607966
sustinir,cebuano,Not Found,N/A,N/A
sustintu,cebuano,Not Found,N/A,N/A
susu,cebuano,0.1187,0.285617,0.285617
susugan,tagalog,0.7024,0.663942,0.663942
susuhan,tagalog,0.3114,0.617494,0.617494
susuhan,tagalog,0.3114,0.617494,0.617494
susuhin,tagalog,0.4621,0.635396,-0.635396
susukutsukot,tagalog,Not Found,N/A,N/A
susulbot,tagalog,-0.2903,0.546015,-0.046015
susun,cebuano,Not Found,N/A,N/A
susunsuson,tagalog,Not Found,N/A,N/A
susunsusong deposito,tagalog,Not Found,N/A,N/A
susut,cebuano,Not Found,N/A,N/A
susyadu,cebuano,Not Found,N/A,N/A
susyal,cebuano,Not Found,N/A,N/A
susyalayit,cebuano,Not Found,N/A,N/A
susyidad,cebuano,Not Found,N/A,N/A
susyu,cebuano,Not Found,N/A,N/A
susyu,cebuano,Not Found,N/A,N/A
sut,cebuano,Not Found,N/A,N/A
suta,cebuano,-0.1712,0.270508,0.270508
suta,cebuano,-0.1712,0.270508,0.270508
suta,cebuano,-0.1712,0.270508,0.229492
sutana,cebuano,Not Found,N/A,N/A
sutana,tagalog,-0.2043,0.556231,-0.056231
sutanghon,tagalog,Not Found,N/A,N/A
sutanghun,cebuano,Not Found,N/A,N/A
sutea,tagalog,Not Found,N/A,N/A
sutil,cebuano,Not Found,N/A,N/A
sutil,cebuano,Not Found,N/A,N/A
sutil,tagalog,-0.1752,0.559688,-0.559688
sutil,tagalog,-0.1752,0.559688,-0.559688
sutla,tagalog,-0.9268,0.470402,0.029598
sutsot,tagalog,-0.1073,0.567754,-0.567754
sutsut,cebuano,Not Found,N/A,N/A
sutsut,cebuano,Not Found,N/A,N/A
sutsutan,tagalog,Not Found,N/A,N/A
sutura,tagalog,Not Found,N/A,N/A
sutuy,cebuano,Not Found,N/A,N/A
suub,cebuano,Not Found,N/A,N/A
suub,cebuano,Not Found,N/A,N/A
suuban,tagalog,-0.084,0.570522,-0.070522
suubin,tagalog,0.2593,0.611304,-0.611304
suud,cebuano,Not Found,N/A,N/A
suudsuud,cebuano,Not Found,N/A,N/A
suuk,cebuano,Not Found,N/A,N/A
suul,cebuano,Not Found,N/A,N/A
suul,cebuano,Not Found,N/A,N/A
suun,cebuano,Not Found,N/A,N/A
suung,cebuano,Not Found,N/A,N/A
suung,cebuano,Not Found,N/A,N/A
suup,cebuano,Not Found,N/A,N/A
suut,cebuano,Not Found,N/A,N/A
suut,cebuano,Not Found,N/A,N/A
suut,cebuano,Not Found,N/A,N/A
suutan,tagalog,-0.4328,0.529087,-0.029087
suutsuot,tagalog,Not Found,N/A,N/A
suuy,cebuano,Not Found,N/A,N/A
suwa,cebuano,Not Found,N/A,N/A
suwa,cebuano,Not Found,N/A,N/A
suwa,cebuano,Not Found,N/A,N/A
suwa,cebuano,Not Found,N/A,N/A
suwa,cebuano,Not Found,N/A,N/A
suwab,cebuano,Not Found,N/A,N/A
suwab,cebuano,Not Found,N/A,N/A
suwabe,cebuano,Not Found,N/A,N/A
suwabe,tagalog,-0.2148,0.554984,0.554984
suwag,tagalog,Not Found,N/A,N/A
suwagin,tagalog,0.0289,0.583934,-0.583934
suwail,tagalog,-0.0462,0.575013,-0.575013
suwal,cebuano,Not Found,N/A,N/A
suwan,cebuano,Not Found,N/A,N/A
suwang,cebuano,Not Found,N/A,N/A
suwang,cebuano,Not Found,N/A,N/A
suwat,cebuano,0.1926,0.289468,-0.289468
suwat,cebuano,0.1926,0.289468,-0.289468
suwat,cebuano,0.1926,0.289468,-0.289468
suwat,cebuano,0.1926,0.289468,0.210532
suwat,tagalog,Not Found,N/A,N/A
suwatan,tagalog,Not Found,N/A,N/A
suwatanghon,tagalog,Not Found,N/A,N/A
suway,cebuano,Not Found,N/A,N/A
suway,cebuano,Not Found,N/A,N/A
suway,tagalog,-0.843,0.480357,-0.480357
suway bagyu,cebuano,Not Found,N/A,N/A
suwayin,tagalog,0.8132,0.677105,-0.677105
suweko,tagalog,0.3042,0.616638,-0.116638
suwekos,tagalog,Not Found,N/A,N/A
suwelas,tagalog,-0.8487,0.47968,0.02032
suweldo,cebuano,0.2206,0.290927,0.209073
suweldo,cebuano,0.2206,0.290927,0.209073
suweldo,cebuano,0.2206,0.290927,0.209073
suweldo,tagalog,-0.3076,0.54396,-0.04396
suwelduhan,tagalog,-0.2301,0.553166,-0.053166
suwelo,tagalog,-0.4438,0.52778,-0.02778
suwelto,tagalog,Not Found,N/A,N/A
suwerte,cebuano,0.2016,0.289937,0.289937
suwerte,tagalog,-0.5841,0.511113,0.511113
suwertihin,tagalog,0.0388,0.58511,0.58511
suweter,cebuano,Not Found,N/A,N/A
suwing gam,cebuano,Not Found,N/A,N/A
suwipistik,tagalog,0.0406,0.585324,-0.085324
suwipstik,cebuano,Not Found,N/A,N/A
suwisida,tagalog,Not Found,N/A,N/A
suwisidyo,tagalog,Not Found,N/A,N/A
suwit,cebuano,Not Found,N/A,N/A
suwit sa elektrisidad,cebuano,Not Found,N/A,N/A
suwiter,tagalog,-0.8323,0.481628,0.018372
suwitik,tagalog,-0.1782,0.559332,-0.559332
suwits,cebuano,Not Found,N/A,N/A
suwits,tagalog,-0.1338,0.564606,-0.564606
suya,cebuano,-0.2047,0.268762,-0.268762
suya,tagalog,-0.0314,0.576771,-0.576771
suyagit,cebuano,Not Found,N/A,N/A
suyak,cebuano,Not Found,N/A,N/A
suyangsuya,tagalog,Not Found,N/A,N/A
suyla,cebuano,Not Found,N/A,N/A
suylan,cebuano,Not Found,N/A,N/A
suylas,cebuano,Not Found,N/A,N/A
